1,1
1.02088,1.04135
1.0417,1.08268
1.06238,1.12399
1.08285,1.16525
1.10306,1.20646
1.12292,1.24761
1.14238,1.28868
1.16137,1.32965
1.17982,1.37052
1.19765,1.41127
1.21481,1.45188
1.23123,1.49235
1.24683,1.53266
1.26155,1.5728
1.27533,1.61275
1.28808,1.6525
1.29976,1.69203
1.31029,1.73134
1.31959,1.77042
1.32761,1.80924
1.33428,1.84779
1.33953,1.88606
1.34328,1.92405
1.34548,1.96172
1.34606,1.99908
1.34494,2.0361
1.34206,2.07278
1.33736,2.1091
1.33076,2.14505
1.3222,2.18061
1.3116,2.21577
1.29891,2.25052
1.28406,2.28485
1.26708,2.31876
1.24817,2.35229
1.22752,2.38548
1.20531,2.41837
1.18174,2.451
1.157,2.48341
1.13128,2.51564
1.10477,2.54772
1.07766,2.57969
1.05015,2.6116
1.02242,2.64348
0.994665,2.67538
0.967081,2.70732
0.939855,2.73935
0.91318,2.77151
0.887246,2.80384
0.862245,2.83638
0.838367,2.86916
0.815804,2.90223
0.794748,2.93562
0.775389,2.96937
0.757919,3.00353
0.742529,3.03812
0.729411,3.0732
0.718751,3.10879
0.710614,3.1449
0.704907,3.18151
0.701527,3.21856
0.700371,3.25603
0.701336,3.29386
0.704319,3.33204
0.709218,3.37051
0.715929,3.40924
0.72435,3.4482
0.734378,3.48734
0.74591,3.52662
0.758843,3.56601
0.773074,3.60547
0.7885,3.64496
0.805018,3.68445
0.822526,3.72389
0.840921,3.76325
0.860099,3.80249
0.879958,3.84157
0.900395,3.88045
0.921307,3.9191
0.942592,3.95747
0.964145,3.99554
0.985865,4.03326
1.00765,4.07059
1.02945,4.10751
1.05129,4.14402
1.07318,4.18011
1.09515,4.21578
1.11723,4.25103
1.13943,4.28586
1.16178,4.32025
1.18429,4.35422
1.207,4.38775
1.22992,4.42085
1.25308,4.4535
1.2765,4.48572
1.3002,4.51748
1.32421,4.5488
1.34854,4.57967
1.37322,4.61008
1.39828,4.64004
1.42372,4.66953
1.44959,4.69856
1.47589,4.72713
1.50266,4.75522
1.52991,4.78285
1.55766,4.80999
1.58595,4.83666
1.61478,4.86285
1.64417,4.88857
1.67408,4.91384
1.70449,4.93868
1.73537,4.96313
1.76668,4.9872
1.7984,5.01092
1.83051,5.03431
1.86296,5.05741
1.89574,5.08022
1.92882,5.10278
1.96216,5.12512
1.99574,5.14725
2.02953,5.16921
2.0635,5.19101
2.09762,5.21267
2.13187,5.23424
2.16621,5.25572
2.20061,5.27715
2.23506,5.29854
2.26951,5.31993
2.30394,5.34133
2.33832,5.36278
2.37263,5.38429
2.40683,5.40589
2.4409,5.42761
2.47482,5.44945
2.5086,5.47141
2.54224,5.49348
2.57576,5.51567
2.60917,5.53795
2.64246,5.56033
2.67565,5.58279
2.70875,5.60534
2.74176,5.62796
2.77469,5.65064
2.80755,5.67339
2.84035,5.69619
2.87309,5.71904
2.90578,5.74193
2.93843,5.76486
2.97105,5.78782
3.00364,5.81079
3.03622,5.83378
3.06878,5.85678
3.10135,5.87979
3.13392,5.90278
3.1665,5.92577
3.1991,5.94874
3.23173,5.97168
3.26439,5.9946
3.2971,6.01748
3.32984,6.04033
3.36262,6.06314
3.39543,6.08593
3.42828,6.10869
3.46115,6.13143
3.49405,6.15414
3.52697,6.17684
3.55992,6.19951
3.59289,6.22216
3.62588,6.2448
3.65889,6.26742
3.69191,6.29003
3.72495,6.31263
3.75799,6.33522
3.79104,6.3578
3.82411,6.38038
3.85717,6.40295
3.89024,6.42552
3.92331,6.44809
3.95638,6.47066
3.98944,6.49323
4.0225,6.51581
4.05555,6.5384
4.08859,6.56099
4.12162,6.58359
4.15464,6.6062
4.18765,6.62882
4.22065,6.65145
4.25365,6.67408
4.28663,6.69672
4.31961,6.71937
4.35258,6.74202
4.38555,6.76468
4.41851,6.78734
4.45146,6.81001
4.48441,6.83268
4.51736,6.85535
4.5503,6.87803
4.58324,6.90071
4.61618,6.92339
4.64911,6.94608
4.68205,6.96876
4.71498,6.99145
4.74792,7.01413
4.78085,7.03682
4.81378,7.0595
4.84672,7.08218
4.87966,7.10487
4.9126,7.12754
4.94554,7.15022
4.97849,7.17289
5.01144,7.19557
5.04439,7.21824
5.07734,7.2409
5.1103,7.26357
5.14325,7.28624
5.17621,7.3089
5.20918,7.33156
5.24214,7.35422
5.2751,7.37688
5.30807,7.39954
5.34103,7.42219
5.374,7.44485
5.40697,7.46751
5.43994,7.49016
5.47291,7.51282
5.50588,7.53547
5.53884,7.55813
5.57181,7.58078
5.60478,7.60343
5.63775,7.62609
5.67072,7.64874
5.70369,7.6714
5.73666,7.69405
5.76962,7.71671
5.80259,7.73937
5.83556,7.76203
5.86852,7.78468
5.90149,7.80734
5.93445,7.83
5.96741,7.85266
6.00037,7.87532
6.03334,7.89798
6.0663,7.92064
6.09926,7.9433
6.13222,7.96597
6.16518,7.98863
6.19814,8.01129
6.2311,8.03395
6.26406,8.05661
6.29702,8.07928
6.32998,8.10194
6.36294,8.1246
6.3959,8.14726
6.42886,8.16993
6.46182,8.19259
6.49478,8.21525
6.52774,8.23791
6.5607,8.26058
6.59366,8.28324
6.62662,8.3059
6.65959,8.32856
6.69255,8.35122
6.72551,8.37388
6.75847,8.39655
6.79143,8.41921
6.82439,8.44187
6.85736,8.46453
6.89032,8.48719
6.92328,8.50985
6.95624,8.53251
6.9892,8.55517
7.02217,8.57783
7.05513,8.60049
7.08809,8.62315
7.12105,8.64581
7.15402,8.66847
7.18698,8.69113
7.21994,8.71379
7.2529,8.73645
7.28587,8.75911
7.31883,8.78177
7.35179,8.80443
7.38475,8.8271
7.41771,8.84976
7.45068,8.87242
7.48364,8.89508
7.5166,8.91774
7.54956,8.9404
7.58253,8.96306
7.61549,8.98572
7.64845,9.00838
7.68141,9.03104
7.71437,9.0537
7.74734,9.07636
7.7803,9.09902
7.81326,9.12168
7.84622,9.14434
7.87918,9.16701
7.91214,9.18967
7.94511,9.21233
7.97807,9.23499
8.01103,9.25765
8.04399,9.28031
8.07695,9.30297
8.10992,9.32563
8.14288,9.34829
8.17584,9.37095
8.2088,9.39361
8.24176,9.41628
8.27472,9.43894
8.30769,9.4616
8.34065,9.48426
8.37361,9.50692
8.40657,9.52958
8.43953,9.55224
8.4725,9.5749
8.50546,9.59756
8.53842,9.62022
8.57138,9.64288
8.60434,9.66554
8.63731,9.68821
8.67027,9.71087
8.70323,9.73353
8.73619,9.75619
8.76915,9.77885
8.80212,9.80151
8.83508,9.82417
8.86804,9.84683
8.901,9.86949
8.93396,9.89215
8.96693,9.91481
8.99989,9.93747
9.03285,9.96013
9.06581,9.98279
9.09877,10.0055
9.13174,10.0281
9.1647,10.0508
9.19766,10.0734
9.23062,10.0961
9.26358,10.1188
9.29655,10.1414
9.32951,10.1641
9.36247,10.1867
9.39543,10.2094
9.42839,10.2321
9.46136,10.2547
9.49432,10.2774
9.52728,10.3
9.56024,10.3227
9.5932,10.3454
9.62616,10.368
9.65913,10.3907
9.69209,10.4133
9.72505,10.436
9.75801,10.4587
9.79097,10.4813
9.82394,10.504
9.8569,10.5267
9.88986,10.5493
9.92282,10.572
9.95578,10.5946
9.98875,10.6173
10.0217,10.64
10.0547,10.6626
10.0876,10.6853
10.1206,10.7079
10.1536,10.7306
10.1865,10.7533
10.2195,10.7759
10.2524,10.7986
10.2854,10.8212
10.3184,10.8439
10.3513,10.8666
10.3843,10.8892
10.4173,10.9119
10.4502,10.9345
10.4832,10.9572
10.5161,10.9799
10.5491,11.0025
10.5821,11.0252
10.615,11.0479
10.648,11.0705
10.6809,11.0932
10.7139,11.1158
10.7469,11.1385
10.7798,11.1612
10.8128,11.1838
10.8458,11.2065
10.8787,11.2291
10.9117,11.2518
10.9446,11.2745
10.9776,11.2971
11.0106,11.3198
11.0435,11.3424
11.0765,11.3651
11.1095,11.3878
11.1424,11.4104
11.1754,11.4331
11.2083,11.4557
11.2413,11.4784
11.2743,11.5011
11.3072,11.5237
11.3402,11.5464
11.3731,11.569
11.4061,11.5917
11.4391,11.6144
11.472,11.637
11.505,11.6597
11.538,11.6824
11.5709,11.705
11.6039,11.7277
11.6368,11.7503
11.6698,11.773
11.7028,11.7957
11.7357,11.8183
11.7687,11.841
11.8017,11.8636
11.8346,11.8863
11.8676,11.909
11.9005,11.9316
11.9335,11.9543
11.9665,11.9769
